No,관리분류군,정이명여부,학명,대표국명,명명자,명명년도,Phylum,,Class,,Order,,Family,,Genus,,SubGenus,,Species,,콘텐츠 여부,URL
545,조류,정명,"Sibirionetta formosa (Georgi, 1775)",가창오리,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Sibirionetta,가창오리속,,,formosa,가창오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528788
546,조류,정명,"Mareca strepera (Linnaeus, 1758)",알락오리,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Mareca,홍머리오리속,,,strepera,알락오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528789
547,조류,정명,"Branta hutchinsii (Richardson, 1832)",캐나다기러기,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Branta,흑기러기속,,,hutchinsii,캐나다기러기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528791
548,조류,정명,"Melanitta stejnegeri (Ridgway, 1887)",검둥오리사촌,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Melanitta,검둥오리속,,,stejnegeri,검둥오리사촌,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528792
549,조류,정명,"Eudromias morinellus (Linnaeus, 1758)",흰눈썹물떼새,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Charadriidae,물떼새과,Eudromias,흰눈썹물떼새속,,,morinellus,흰눈썹물떼새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528794
550,조류,정명,"Chroicocephalus genei (Br?me, 1839)",긴목갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Chroicocephalus,붉은부리갈매기속,,,genei,긴목갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528795
551,조류,정명,"Ichthyaetus ichthyaetus (Pallas, 1773)",큰검은머리갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Ichthyaetus,큰검은머리갈매기속,,,ichthyaetus,큰검은머리갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528803
552,조류,정명,"Hydrocoloeus minutus (Pallas, 1776)",꼬마갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Hydrocoloeus,꼬마갈매기속,,,minutus,꼬마갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528807
553,조류,정명,"Ichthyaetus relictus (L?nnberg, 1931)",고대갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Ichthyaetus,큰검은머리갈매기속,,,relictus,고대갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528808
554,조류,정명,"Chroicocephalus ridibundus (Linnaeus, 1766)",붉은부리갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Chroicocephalus,붉은부리갈매기속,,,ridibundus,붉은부리갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528809
555,조류,정명,"Saundersilarus saundersi (Swinhoe, 1871)",검은머리갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Saundersilarus,검은머리갈매기속,,,saundersi,검은머리갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528810
556,조류,정명,"Sternula albifrons (Pallas, 1764)",쇠제비갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Sternula,쇠제비갈매기속,,,albifrons,쇠제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528812
557,조류,정명,"Onychoprion anaethetus (Scopoli, 1786)",에위니아제비갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Onychoprion,검은등제비갈매기속,,,anaethetus,에위니아제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528813
558,조류,정명,"Hydroprogne caspia (Pallas, 1770)",붉은부리큰제비갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Hydroprogne,붉은부리큰제비갈매기속,,,caspia,붉은부리큰제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528815
559,조류,정명,"Onychoprion fuscatus (Linnaeus, 1766)",검은등제비갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Onychoprion,검은등제비갈매기속,,,fuscatus,검은등제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528816
560,조류,정명,"Calidris pygmaea (Linnaeus, 1758)",넓적부리도요,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Scolopacidae,도요과,Calidris,붉은가슴도요속,,,pygmaea,넓적부리도요,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528817
561,조류,정명,"Tringa brevipes (Vieillot, 1816)",노랑발도요,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Scolopacidae,도요과,Tringa,삑삑도요속,,,brevipes,노랑발도요,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528818
562,조류,정명,"Calidris falcinellus (Pontoppidan, 1763)",송곳부리도요,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Scolopacidae,도요과,Calidris,붉은가슴도요속,,,falcinellus,송곳부리도요,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528819
563,조류,정명,"Calidris pugnax (Linnaeus, 1758)",목도리도요,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Scolopacidae,도요과,Calidris,붉은가슴도요속,,,pugnax,목도리도요,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528821
564,조류,정명,"Calidris subruficollis (Vieillot, 1819)",누른도요,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Scolopacidae,도요과,Calidris,붉은가슴도요속,,,subruficollis,누른도요,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528823
565,조류,정명,"Hierococcyx hyperythrus (Gould, 1856)",매사촌,,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Hierococcyx,매사촌속,,,hyperythrus,매사촌,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528831
566,조류,정명,"Hierococcyx sparverioides (Vigors, 1832)",큰매사촌,,,Chordata,척삭동물문,Aves,조강,Cuculiformes,두견목,Cuculidae,두견과,Hierococcyx,매사촌속,,,sparverioides,큰매사촌,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528832
567,조류,정명,"Clanga clanga (Pallas, 1811)",항라머리검독수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Clanga,항라머리검독수리속,,,clanga,항라머리검독수리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528834
568,조류,정명,"Buteo japonicus Temminck & Schlegel, 1845",말똥가리,Temminck & Schlegel,1845,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Buteo,말똥가리속,,,japonicus,말똥가리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528837
569,조류,정명,"Grus virgo (Linnaeus, 1758)",쇠재두루미,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Grus,두루미속,,,virgo,쇠재두루미,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528841
570,조류,정명,"Leucogeranus leucogeranus (Pallas, 1773)",시베리아흰두루미,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Gruidae,두루미과,Leucogeranus,시베리아흰두루미속,,,leucogeranus,시베리아흰두루미,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528844
571,조류,정명,"Zapornia fusca (Linnaeus, 1766)",쇠뜸부기사촌,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Zapornia,쇠뜸부기사촌속,,,fusca,쇠뜸부기사촌,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528847
572,조류,정명,"Zapornia paykullii (Ljungh, 1813)",한국뜸부기,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Zapornia,쇠뜸부기사촌속,,,paykullii,한국뜸부기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528849
573,조류,정명,"Zapornia pusilla (Pallas, 1776)",쇠뜸부기,,,Chordata,척삭동물문,Aves,조강,Gruiformes,두루미목,Rallidae,뜸부기과,Zapornia,쇠뜸부기사촌속,,,pusilla,쇠뜸부기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528850
574,조류,정명,"Alaudala cheleensis Swinhoe, 1871",북방쇠종다리,Swinhoe,1871,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Alaudidae,종다리과,Alaudala,북방쇠종다리속,,,cheleensis,북방쇠종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528853
575,조류,정명,"Lalage melaschistos (Hodgson, 1836)",검은할미새사촌,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Campephagidae,할미새사촌과,Lalage,검은할미새사촌속,,,melaschistos,검은할미새사촌,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528855
576,조류,정명,"Acanthis flammea (Linnaeus, 1758)",홍방울새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Acanthis,홍방울새속,,,flammea,홍방울새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528859
577,조류,정명,"Acanthis hornemanni (Holbøll, 1843)",쇠홍방울새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Acanthis,홍방울새속,,,hornemanni,쇠홍방울새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528860
578,조류,정명,"Chloris sinica (Linnaeus, 1766)",방울새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Chloris,방울새속,,,sinica,방울새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528870
579,조류,정명,"Spinus spinus (Linnaeus, 1758)",검은머리방울새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Spinus,검은머리방울새속,,,spinus,검은머리방울새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528871
580,조류,정명,"Lanius borealis Vieillot, 1808",재때까치,Vieillot,1808,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,borealis,재때까치,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528872
581,조류,정명,"Larvivora akahige (Temminck, 1835)",붉은가슴울새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Larvivora,쇠유리새속,,,akahige,붉은가슴울새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528873
582,조류,정명,"Calliope calliope (Pallas, 1776)",진홍가슴,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Calliope,진홍가슴속,,,calliope,진홍가슴,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528875
583,조류,정명,"Larvivora cyane (Pallas, 1776)",쇠유리새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Larvivora,쇠유리새속,,,cyane,쇠유리새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528882
584,조류,정명,"Tarsiger cyanurus (Pallas, 1773)",유리딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Tarsiger,유리딱새속,,,cyanurus,유리딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528886
585,조류,정명,"Poecile montanus (Conrad von Baldenstein, 1827)",북방쇠박새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Poecile,쇠박새속,,,montanus,북방쇠박새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528888
586,조류,정명,"Poecile palustris (Linnaeus, 1758)",쇠박새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Poecile,쇠박새속,,,palustris,쇠박새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528889
587,조류,정명,"Pardaliparus venustulus (Swinhoe, 1870)",노랑배진박새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Paridae,박새과,Pardaliparus,노랑배진박새속,,,venustulus,노랑배진박새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528892
588,조류,정명,"Passer cinnamomeus (Gould, 1836)",섬참새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Passeridae,참새과,Passer,참새속,,,cinnamomeus,섬참새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528893
589,조류,정명,"Agropsar philippensis (Pennant, 1781)",쇠찌르레기,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Agropsar,북방쇠찌르레기속,,,philippensis,쇠찌르레기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528897
590,조류,정명,"Locustella davidi (La Touche, 1923)",점무늬가슴쥐발귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Locustella,붉은허리개개비속,,,davidi,점무늬가슴쥐발귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528899
591,조류,정명,"Arundinax aedon (Pallas, 1776)",큰부리개개비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Acrocephalidae,개개비과,Arundinax,큰부리개개비속,,,aedon,큰부리개개비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528902
592,조류,정명,"Turdus mandarinus Bonaparte, 1850",대륙검은지빠귀,Bonaparte,1850,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,mandarinus,대륙검은지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528904
593,조류,정명,"Geokichla citrina (Latham, 1790)",귤빛지빠귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Geokichla,귤빛지빠귀속,,,citrina,귤빛지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528907
594,조류,정명,"Geokichla sibirica (Pallas, 1776)",흰눈썹지빠귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Geokichla,귤빛지빠귀속,,,sibirica,흰눈썹지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528908
595,조류,정명,"Hydrobates monorhis (Swinhoe, 1867)",바다제비,,,Chordata,척삭동물문,Aves,조강,Procellariiformes,슴새목,Hydrobatidae,바다제비과,Hydrobates,바다제비속,,,monorhis,바다제비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528911
596,조류,정명,"Ardenna carneipes (Gould, 1844)",붉은발슴새,,,Chordata,척삭동물문,Aves,조강,Procellariiformes,슴새목,Procellariidae,슴새과,Ardenna,큰슴새속,,,carneipes,붉은발슴새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528913
597,조류,정명,"Ardenna tenuirostris (Temminck, 1836)",쇠부리슴새,,,Chordata,척삭동물문,Aves,조강,Procellariiformes,슴새목,Procellariidae,슴새과,Ardenna,큰슴새속,,,tenuirostris,쇠부리슴새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528915
598,조류,정명,"Bubo scandiacus (Linnaeus, 1758)",흰올빼미,,,Chordata,척삭동물문,Aves,조강,Strigiformes,올빼미목,Strigidae,올빼미과,Bubo,수리부엉이속,,,scandiacus,흰올빼미,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528916
