No,관리분류군,정이명여부,학명,대표국명,명명자,명명년도,Phylum,,Class,,Order,,Family,,Genus,,SubGenus,,Species,,콘텐츠 여부,URL
468,조류,정명,"Acrocephalus agricola (Jerdon, 1845)",북방쇠개개비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Acrocephalus,개개비속,,,agricola,북방쇠개개비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000155418
469,조류,정명,"Sylvia curruca (Linnaeus, 1758)",쇠흰턱딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Sylvia,쇠흰턱딱새속,,,curruca,쇠흰턱딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000155437
470,조류,정명,"Suthora webbiana Gould, 1852",붉은머리오목눈이,Gould,1852,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Timaliidae,붉은머리오목눈이과,Suthora,붉은머리오목눈이속,,,webbiana,붉은머리오목눈이,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000155445
471,조류,정명,"Larvivora sibilans Swinhoe, 1863",울새,Swinhoe,1863,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Larvivora,쇠유리새속,,,sibilans,울새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000155492
472,조류,정명,"Thalasseus bernsteini (Schlegel), 1863",뿔제비갈매기,(Schlegel),1863,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Thalasseus,뿔제비갈매기속,,,bernsteini,뿔제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000212501
473,조류,정명,"Prunella rubida (Temminck & Schlegel), 1848",쇠바위종다리,(Temminck & Schlegel),1848,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Prunellidae,바위종다리과,Prunella,바위종다리속,,,rubida,쇠바위종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000213514
474,조류,정명,"Sylvia nisoria (Bechstein), 1795",비늘무늬덤불개개비,(Bechstein),1795,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Sylvia,쇠흰턱딱새속,,,nisoria,비늘무늬덤불개개비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000213517
475,조류,정명,"Branta ruficollis (Pallas), 1769",붉은가슴기러기,(Pallas),1769,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Branta,흑기러기속,,,ruficollis,붉은가슴기러기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000213518
476,조류,정명,"Gygis alba (Sparrman), 1786",흰제비갈매기,(Sparrman),1786,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Gygis,흰제비갈매기속,,,alba,흰제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000213523
477,조류,정명,"Bucephala albeola (Linnaeus, 1758)",꼬마오리,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Bucephala,흰뺨오리속,,,albeola,꼬마오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230684
478,조류,정명,"Phoebastria immutabilis (Rothschild, 1893)",레이산알바트로스,,,Chordata,척삭동물문,Aves,조강,Procellariiformes,슴새목,Diomedeidae,알바트로스과,Phoebastria,알바트로스속,,,immutabilis,레이산알바트로스,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230685
479,조류,정명,"Plegadis falcinellus (Linnaeus, 1766)",적갈색따오기,,,Chordata,척삭동물문,Aves,조강,Ciconiiformes,황새목,Threskiornithidae,저어새과,Plegadis,적갈색따오기속,,,falcinellus,적갈색따오기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230687
480,조류,정명,"Onychoprion aleuticus (S.F.Baird, 1869)",알류샨제비갈매기,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Laridae,갈매기과,Onychoprion,검은등제비갈매기속,,,aleuticus,알류샨제비갈매기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230689
481,조류,정명,"Elanus caeruleus (Desfontaines, 1789)",검은어깨매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Elanus,검은어깨매속,,,caeruleus,검은어깨매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230691
482,조류,정명,"Culicicapa ceylonensis Swainson, 1820",회색머리노랑딱새,Swainson,1820,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Stenostiridae,요정딱새과,Culicicapa,회색머리노랑딱새속,,,ceylonensis,회색머리노랑딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230694
483,조류,정명,"Acrocephalus schoenobaenus (Linnaeus, 1758)",풀쇠개개비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Acrocephalus,개개비속,,,schoenobaenus,풀쇠개개비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230695
484,조류,정명,"Acridotheres cristatellus Linnaeus, 1758",검은뿔찌르레기,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sturnidae,찌르레기과,Acridotheres,뿔찌르레기속,,,cristatellus,검은뿔찌르레기,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230696
485,조류,정명,"Turdus feae (Salvadori, 1887)",갈색지빠귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,feae,갈색지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230697
486,조류,정명,"Turdus pilaris Linnaeus, 1758",회색머리지빠귀,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,pilaris,회색머리지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000230698
487,조류,정명,"Aethia cristatella (Pallas, 1769)",뿔바다오리,,,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Alcidae,바다오리과,Aethia,뿔바다오리속,,,cristatella,뿔바다오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000232355
488,조류,정명,"Aviceda leuphotes (Dumont, 1820)",검은댕기수리,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Aviceda,댕기수리속,,,leuphotes,검은댕기수리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000471321
489,조류,정명,"Acrocephalus dumetorum (Blyth, 1849)",덤불개개비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Acrocephalus,개개비속,,,dumetorum,덤불개개비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000471471
490,조류,정명,"Accipiter virgatus (Temminck, 1822)",작은새매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,virgatus,작은새매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000471472
491,조류,정명,"Phoenicurus schisticeps (J.E. & G.R.Gray, 1847)",흰목딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Phoenicurus,딱새속,,,schisticeps,흰목딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000471473
492,조류,정명,"Aythya collaris (Donovan, 1809)",북미댕기흰죽지,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Aythya,흰죽지속,,,collaris,북미댕기흰죽지,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000471479
493,조류,정명,"Aythya affinis (Eyton, 1838)",쇠검은머리흰죽지,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Aythya,흰죽지속,,,affinis,쇠검은머리흰죽지,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000471480
494,조류,정명,"Melanocorypha mongolica (Pallas, 1776)",흰날개종다리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Alaudidae,종다리과,Melanocorypha,흰날개종다리속,,,mongolica,흰날개종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000471482
495,조류,정명,"Muscicapa muttui (E.L. Layard, 1854)",갈색솔딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Muscicapa,솔딱새속,,,muttui,갈색솔딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000505666
496,조류,정명,"Myiomela leucura (Hodgson, 1845)",흰꼬리유리딱새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Myiomela,푸른딱새속,,,leucura,흰꼬리유리딱새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000505668
497,조류,정명,"Turdus viscivorus (Linnaeus, 1758)",대륙점지빠귀,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Turdidae,지빠귀과,Turdus,지빠귀속,,,viscivorus,대륙점지빠귀,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000506934
498,조류,정명,"Phylloscopus tephrocephalus (Anderson, 1871)",회색머리노랑솔새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Phylloscopus,솔새속,,,tephrocephalus,회색머리노랑솔새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000516074
499,조류,정명,"Melanitta perspicillata ((Linnaeus), (1758))",흰이마검둥오리,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Melanitta,검둥오리속,,,perspicillata,흰이마검둥오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000522667
500,조류,정명,"Pericrocotus cantonensis Swinhoe, 1861",갈색할미새사촌,Swinhoe,1861,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Campephagidae,할미새사촌과,Pericrocotus,할미새사촌속,,,cantonensis,갈색할미새사촌,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000522668
501,조류,정명,"Phylloscopus yunnanensis La Touche, 1922",연노랑허리솔새,La Touche,1922,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Phylloscopus,솔새속,,,yunnanensis,연노랑허리솔새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000525180
502,조류,정명,"Iduna caligata (M.H.K. Lichtenstein, 1823)",쇠덤불개개비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Iduna,쇠덤불개개비속,,,caligata,쇠덤불개개비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000525702
503,조류,정명,"Phylloscopus ricketti (H.H.Slater, 1897)",노랑배솔새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Phylloscopus,솔새속,,,ricketti,노랑배솔새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000525703
504,조류,정명,"Fringilla coelebs Linnaeus, 1758",푸른머리되새,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Fringilla,되새속,,,coelebs,푸른머리되새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000525704
505,조류,정명,"Bucanetes mongolicus (Swinhoe, 1870)",바위양진이,Swinhoe,1870,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Bucanetes,바위양진이속,,,mongolicus,바위양진이,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000525706
506,조류,정명,"Lanius cristatus lucionensis Linnaeus, 1766",노랑때까치,Linnaeus,1766,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,cristatus,노랑때까치,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528317
507,조류,정명,"Lanius cristatus confusus Stegmann, 1929",넓은이마홍때까치,Stegmann,1929,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,cristatus,노랑때까치,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528318
508,조류,정명,"Lanius cristatus crisatus Linnaeus, 1758",홍때까치,Linnaeus,1758,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Laniidae,때까치과,Lanius,때까치속,,,cristatus,노랑때까치,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528319
509,조류,정명,"Aegithalos caudatus magnus (A.H.Clark, 1907)",오목눈이,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Aegithalidae,오목눈이과,Aegithalos,오목눈이속,,,caudatus,오목눈이,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528320
510,조류,정명,"Aegithalos caudatus caudatus (Linnaeus, 1758)",흰머리오목눈이,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Aegithalidae,오목눈이과,Aegithalos,오목눈이속,,,caudatus,오목눈이,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528321
511,조류,정명,"Phylloscopus xanthodryas (Swinhoe, 1863)",솔새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Phylloscopus,솔새속,,,xanthodryas,솔새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528322
512,조류,정명,"Phylloscopus examinandus Stresemann, 1913",큰솔새,Stresemann,1913,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Phylloscopus,솔새속,,,examinandus,큰솔새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528323
513,조류,정명,"Emberiza personata Temminck, 1836",섬촉새,Temminck,1836,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Emberizidae,멧새과,Emberiza,멧새속,,,personata,섬촉새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528324
514,조류,정명,"Motacilla alba personata Gould, 1861",흰이마알락할미새,Gould,1861,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,alba,알락할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528325
515,조류,정명,"Zosterops simplex Swinhoe, 1861",작은동박새,Swinhoe,1861,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Zosteropidae,동박새과,Zosterops,동박새속,,,simplex,작은동박새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528326
516,조류,정명,"Monticola solitarius pandoo (Sykes, 1832)",푸른바다직박구리,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Monticola,바다직박구리속,,,solitarius,바다직박구리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528327
517,조류,정명,"Monticola solitarius philippensis P.L.S.M?ller, 1776",바다직박구리,P.L.S.M?ller,1776,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Muscicapidae,솔딱새과,Monticola,바다직박구리속,,,solitarius,바다직박구리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528328
518,조류,정명,"Mareca penelope (Linnaeus, 1758)",홍머리오리,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Mareca,홍머리오리속,,,penelope,홍머리오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528330
519,조류,정명,"Limosa lapponica baueri J.F.Naumann, 1836",큰뒷부리도요,J.F.Naumann,1836,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Scolopacidae,도요과,Limosa,흑꼬리도요속,,,lapponica,큰뒷부리도요,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528647
520,조류,정명,"Limosa lapponica menzbieri Poirtendo, 1936",흰허리큰뒷부리도요,Poirtendo,1936,Chordata,척삭동물문,Aves,조강,Charadriiformes,도요목,Scolopacidae,도요과,Limosa,흑꼬리도요속,,,lapponica,큰뒷부리도요,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528650
521,조류,정명,"Accipiter gentilis albidus (Menzbier, 1882)",흰참매,,,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Accipitridae,수리과,Accipiter,새매속,,,gentilis,참매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528656
522,조류,정명,"Falco peregrinus pealei Ridgway, 1874",바다매,Ridgway,1874,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,peregrinus,매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528659
523,조류,정명,"Galerida cristata coreensis Taczanowski, 1888",뿔종다리,Taczanowski,1888,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Alaudidae,종다리과,Galerida,뿔종다리속,,,cristata,뿔종다리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528664
524,조류,정명,"Pyrrhula pyrrhula rosacea Seebohm, 1882",멋쟁이새,Seebohm,1882,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Pyrrhula,멋쟁이새속,,,pyrrhula,멋쟁이새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528672
525,조류,정명,"Pyrrhula pyrrhula griseiventris Lafresnaye, 1841",재색멋쟁이새,Lafresnaye,1841,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Pyrrhula,멋쟁이새속,,,pyrrhula,멋쟁이새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528673
526,조류,정명,"Pyrrhula pyrrhula cassinii S.F.Baird, 1869",붉은배멋쟁이새,S.F.Baird,1869,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Fringillidae,되새과,Pyrrhula,멋쟁이새속,,,pyrrhula,멋쟁이새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528676
527,조류,정명,"Delichon lagopodum (Pallas, 1811)",흰턱제비,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Hirundinidae,제비과,Delichon,털발제비속,,,lagopodum,흰턱제비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528680
528,조류,정명,"Motacilla tschutschensis J.F.Gmelin, 1789",긴발톱할미새,J.F.Gmelin,1789,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,tschutschensis,긴발톱할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528728
529,조류,정명,"Motacilla tschutschensis taivana (Swinhoe, 1863)",긴발톱할미새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,tschutschensis,긴발톱할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528730
530,조류,정명,"Motacilla tschutschensis tschutschensis J.F.Gmelin, 1789",흰눈썹긴발톱할미새,J.F.Gmelin,1789,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,tschutschensis,긴발톱할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528733
531,조류,정명,"Motacilla tschutschensis macronyx (Stresemann, 1920)",북방긴발톱할미새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,tschutschensis,긴발톱할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528734
532,조류,정명,"Motacilla tschutschensis plexa (Thayer & Bangs, 1914)",흰눈썹북방긴발톱할미새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Motacillidae,할미새과,Motacilla,할미새속,,,tschutschensis,긴발톱할미새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528735
533,조류,정명,"Sitta villosa corea Ogilvie-Grant, 1906",쇠동고비,Ogilvie-Grant,1906,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sittidae,동고비과,Sitta,동고비속,,,villosa,쇠동고비,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528736
534,조류,정명,"Horornis canturians (Swinhoe, 1860)",휘파람새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Horornis,휘파람새속,,,canturians,휘파람새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528738
535,조류,정명,"Horornis canturians borealis C.W.Campbell, 1892",휘파람새,C.W.Campbell,1892,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Horornis,휘파람새속,,,canturians,휘파람새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528739
536,조류,정명,"Horornis diphone (Kittlitz, 1830)",섬휘파람새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Horornis,휘파람새속,,,diphone,섬휘파람새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528740
537,조류,정명,"Phylloscopus claudiae (La Touche, 1922)",히말라야산솔새,,,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Sylviidae,휘파람새과,Phylloscopus,솔새속,,,claudiae,히말라야산솔새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528741
538,조류,정명,"Zosterops japonicus japonicus Temminck & Schlegel, 1845",동박새,Temminck & Schlegel,1845,Chordata,척삭동물문,Aves,조강,Passeriformes,참새목,Zosteropidae,동박새과,Zosterops,동박새속,,,japonicus,동박새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528742
539,조류,정명,"Dryocopus javensis richardsi Tristram, 1879",크낙새,Tristram,1879,Chordata,척삭동물문,Aves,조강,Piciformes,딱다구리목,Picidae,딱다구리과,Dryocopus,까막딱다구리속,,,javensis,크낙새,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528743
540,조류,정명,"Falco peregrinus calidus Latham, 1790",툰드라매,Latham,1790,Chordata,척삭동물문,Aves,조강,Falconiformes,매목,Falconidae,매과,Falco,매속,,,peregrinus,매,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528752
541,조류,정명,"Spatula clypeata (Linnaeus, 1758)",넓적부리,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Spatula,넓적부리속,,,clypeata,넓적부리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528781
542,조류,정명,"Mareca americana (J.F.Gmelin, 1789)",아메리카홍머리오리,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Mareca,홍머리오리속,,,americana,아메리카홍머리오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528783
543,조류,정명,"Mareca falcata (Georgi, 1775)",청머리오리,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Mareca,홍머리오리속,,,falcata,청머리오리,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528784
544,조류,정명,"Spatula querquedula (Linnaeus, 1758)",발구지,,,Chordata,척삭동물문,Aves,조강,Anseriformes,기러기목,Anatidae,오리과,Spatula,넓적부리속,,,querquedula,발구지,X,https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=120000528785
